,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
9729,Punjab,2018,3,rupnagar district,58143,124959700.1,TOTAL
9730,Punjab,2018,3,tarn taran district,38829,100240826.2,TOTAL
9731,Punjab,2018,3,sas nagar district,547349,1070550639,TOTAL
9732,Punjab,2018,3,sangrur district,206582,284133550.4,TOTAL
9733,Punjab,2018,3,jalandhar district,215686,521388263.7,TOTAL
9734,Punjab,2018,3,bathinda district,187177,400049254.6,TOTAL
9735,Punjab,2018,3,kapurthala district,106984,188312115.7,TOTAL
9736,Punjab,2018,3,firozepur district,82490,171196760.1,TOTAL
9737,Punjab,2018,3,gurdaspur district,63775,164460952.5,TOTAL
9738,Punjab,2018,3,amritsar district,195357,530829226.6,TOTAL
9739,Punjab,2018,3,faridkot district,50038,115912811.5,TOTAL
9740,Punjab,2018,3,hoshiarpur district,85294,187505087.7,TOTAL
9741,Punjab,2018,3,moga district,57523,136586192.8,TOTAL
9742,Punjab,2018,4,shahid bhagat singh nagar district,52020,101794334.7,TOTAL
9743,Punjab,2018,4,fazilka district,213017,434770271.5,TOTAL
9744,Punjab,2018,4,barnala district,47591,120710676.9,TOTAL
9745,Punjab,2018,4,mansa district,97259,170157569.8,TOTAL
9746,Punjab,2018,4,ludhiana district,1098598,2226953591,TOTAL
9747,Punjab,2018,4,sri muktsar sahib district,93772,206325699,TOTAL
9748,Punjab,2018,4,patiala district,343229,854933124.1,TOTAL
9749,Punjab,2018,4,pathankot district,155199,443194938.4,TOTAL
9750,Punjab,2018,4,fatehgarh sahib district,76726,157545285.4,TOTAL
9751,Punjab,2018,4,rupnagar district,83391,193579955.2,TOTAL
9752,Punjab,2018,4,tarn taran district,61707,180051384.3,TOTAL
9753,Punjab,2018,4,sas nagar district,771033,1538255981,TOTAL
9754,Punjab,2018,4,sangrur district,300930,429092237.1,TOTAL
9755,Punjab,2018,4,jalandhar district,309298,787278146.5,TOTAL
9756,Punjab,2018,4,bathinda district,253384,614565899.5,TOTAL
9757,Punjab,2018,4,kapurthala district,140093,271879526.8,TOTAL
9758,Punjab,2018,4,firozepur district,119242,288718525.2,TOTAL
9759,Punjab,2018,4,gurdaspur district,99359,266120794,TOTAL
9760,Punjab,2018,4,amritsar district,300266,797440476.2,TOTAL
9761,Punjab,2018,4,faridkot district,69239,190667368.6,TOTAL
9762,Punjab,2018,4,hoshiarpur district,126429,301407123.3,TOTAL
9763,Punjab,2018,4,moga district,75355,206539665.3,TOTAL
9764,Punjab,2019,1,shahid bhagat singh nagar district,79445,119470786.5,TOTAL
9765,Punjab,2019,1,fazilka district,273038,537572832.3,TOTAL
9766,Punjab,2019,1,barnala district,57783,138982287.3,TOTAL
9767,Punjab,2019,1,mansa district,101738,199555980.9,TOTAL
9768,Punjab,2019,1,ludhiana district,1955827,3406467300,TOTAL
9769,Punjab,2019,1,sri muktsar sahib district,118323,247591887.2,TOTAL
9770,Punjab,2019,1,patiala district,440799,957447018.1,TOTAL
9771,Punjab,2019,1,pathankot district,155221,397808784.7,TOTAL
9772,Punjab,2019,1,fatehgarh sahib district,111014,183861710.6,TOTAL
9773,Punjab,2019,1,rupnagar district,118161,228939443.2,TOTAL
9774,Punjab,2019,1,tarn taran district,75154,216842790.5,TOTAL
9775,Punjab,2019,1,sas nagar district,1284091,2129328200,TOTAL
9776,Punjab,2019,1,sangrur district,366386,472831751.3,TOTAL
9777,Punjab,2019,1,jalandhar district,463733,969367415.6,TOTAL
9778,Punjab,2019,1,bathinda district,323075,712296730.4,TOTAL
9779,Punjab,2019,1,kapurthala district,262162,366249498.1,TOTAL
9780,Punjab,2019,1,firozepur district,144747,336231172.2,TOTAL
9781,Punjab,2019,1,gurdaspur district,121130,294899537.9,TOTAL
9782,Punjab,2019,1,amritsar district,404192,922712816.3,TOTAL
9783,Punjab,2019,1,faridkot district,84034,194474367.6,TOTAL
9784,Punjab,2019,1,hoshiarpur district,159087,333307889.2,TOTAL
9785,Punjab,2019,1,moga district,72997,208249802.4,TOTAL
9786,Punjab,2019,2,shahid bhagat singh nagar district,59789,120509707.6,TOTAL
9787,Punjab,2019,2,fazilka district,244089,576108452.5,TOTAL
9788,Punjab,2019,2,barnala district,57879,163538632.7,TOTAL
9789,Punjab,2019,2,mansa district,88864,202384608.5,TOTAL
9790,Punjab,2019,2,ludhiana district,2861806,6103196267,TOTAL
9791,Punjab,2019,2,sri muktsar sahib district,108234,262034642.1,TOTAL
9792,Punjab,2019,2,patiala district,428732,1033453294,TOTAL
9793,Punjab,2019,2,pathankot district,160293,445515294.3,TOTAL
9794,Punjab,2019,2,fatehgarh sahib district,110319,203367837.9,TOTAL
9795,Punjab,2019,2,rupnagar district,113884,261172224.3,TOTAL
9796,Punjab,2019,2,tarn taran district,77759,239937523.6,TOTAL
9797,Punjab,2019,2,sas nagar district,1651321,3186753122,TOTAL
9798,Punjab,2019,2,sangrur district,288602,525049272.4,TOTAL
9799,Punjab,2019,2,jalandhar district,606445,1344928165,TOTAL
9800,Punjab,2019,2,bathinda district,314775,796164323.1,TOTAL
9801,Punjab,2019,2,kapurthala district,289692,450106236.8,TOTAL
9802,Punjab,2019,2,firozepur district,138798,377909050.9,TOTAL
9803,Punjab,2019,2,gurdaspur district,131173,350183439.1,TOTAL
9804,Punjab,2019,2,amritsar district,464671,1153431872,TOTAL
9805,Punjab,2019,2,faridkot district,81331,209541897,TOTAL
9806,Punjab,2019,2,hoshiarpur district,152379,365526746.7,TOTAL
9807,Punjab,2019,2,moga district,78995,243980786,TOTAL
9808,Punjab,2019,3,shahid bhagat singh nagar district,71100,137706616.3,TOTAL
9809,Punjab,2019,3,fazilka district,314556,672363454.4,TOTAL
9810,Punjab,2019,3,barnala district,81230,206292404.5,TOTAL
9811,Punjab,2019,3,mansa district,107608,241069722.4,TOTAL
9812,Punjab,2019,3,ludhiana district,3105207,7455507219,TOTAL
9813,Punjab,2019,3,sri muktsar sahib district,136350,304802373.3,TOTAL
9814,Punjab,2019,3,patiala district,648561,1363591163,TOTAL
9815,Punjab,2019,3,pathankot district,217743,530602505.2,TOTAL
9816,Punjab,2019,3,fatehgarh sahib district,163432,269496857.3,TOTAL
9817,Punjab,2019,3,rupnagar district,165669,321175757.8,TOTAL
9818,Punjab,2019,3,tarn taran district,108099,291314287.5,TOTAL
9819,Punjab,2019,3,sas nagar district,2133485,3949329973,TOTAL
9820,Punjab,2019,3,sangrur district,330365,654399190,TOTAL
9821,Punjab,2019,3,jalandhar district,758891,1632069019,TOTAL
9822,Punjab,2019,3,bathinda district,416734,972384572.4,TOTAL
9823,Punjab,2019,3,kapurthala district,494918,565670362,TOTAL
9824,Punjab,2019,3,firozepur district,172273,423101165.7,TOTAL
9825,Punjab,2019,3,gurdaspur district,177719,427373054.5,TOTAL
9826,Punjab,2019,3,amritsar district,675647,1486947290,TOTAL
9827,Punjab,2019,3,faridkot district,105569,266083823.2,TOTAL
9828,Punjab,2019,3,hoshiarpur district,209241,443522959.4,TOTAL
9829,Punjab,2019,3,moga district,112415,291011836.2,TOTAL
9830,Punjab,2019,4,shahid bhagat singh nagar district,97328,184021087.4,TOTAL
9831,Punjab,2019,4,fazilka district,425525,946156853,TOTAL
9832,Punjab,2019,4,barnala district,107774,280115511.1,TOTAL
9833,Punjab,2019,4,mansa district,144806,329920119.3,TOTAL
9834,Punjab,2019,4,ludhiana district,3939299,9747197707,TOTAL
9835,Punjab,2019,4,sri muktsar sahib district,174837,413295689.9,TOTAL
9836,Punjab,2019,4,patiala district,799674,1781269263,TOTAL
9837,Punjab,2019,4,pathankot district,280434,697314026.2,TOTAL
9838,Punjab,2019,4,fatehgarh sahib district,202590,344564209.9,TOTAL
9839,Punjab,2019,4,rupnagar district,207966,422311925.6,TOTAL
9840,Punjab,2019,4,tarn taran district,146185,428158903.8,TOTAL
9841,Punjab,2019,4,sas nagar district,2685032,4949390532,TOTAL
9842,Punjab,2019,4,sangrur district,448960,870965377.8,TOTAL
9843,Punjab,2019,4,jalandhar district,980520,2169729877,TOTAL
9844,Punjab,2019,4,bathinda district,532029,1239636961,TOTAL
9845,Punjab,2019,4,kapurthala district,667137,741334179.2,TOTAL
9846,Punjab,2019,4,firozepur district,236069,598259521.4,TOTAL
9847,Punjab,2019,4,gurdaspur district,230721,562687785.2,TOTAL
9848,Punjab,2019,4,amritsar district,829302,1950326013,TOTAL
9849,Punjab,2019,4,faridkot district,141787,369929524.4,TOTAL
9850,Punjab,2019,4,hoshiarpur district,266853,558332563.7,TOTAL
9851,Punjab,2019,4,moga district,153797,404884615.2,TOTAL
9852,Punjab,2020,1,shahid bhagat singh nagar district,110675,206585474.4,TOTAL
9853,Punjab,2020,1,fazilka district,500308,1106991299,TOTAL
9854,Punjab,2020,1,barnala district,132642,313081637.3,TOTAL
9855,Punjab,2020,1,mansa district,173601,362704934.8,TOTAL
9856,Punjab,2020,1,ludhiana district,4234211,9811040749,TOTAL
9857,Punjab,2020,1,sri muktsar sahib district,208829,456795598.8,TOTAL
9858,Punjab,2020,1,patiala district,886202,1884698406,TOTAL
9859,Punjab,2020,1,pathankot district,319051,712417309.8,TOTAL
9860,Punjab,2020,1,fatehgarh sahib district,225225,364427850.2,TOTAL
9861,Punjab,2020,1,rupnagar district,251877,464355645.4,TOTAL
9862,Punjab,2020,1,tarn taran district,198070,523230607.2,TOTAL
9863,Punjab,2020,1,sas nagar district,2856044,4802064279,TOTAL
9864,Punjab,2020,1,sangrur district,464316,899705429,TOTAL
9865,Punjab,2020,1,jalandhar district,1138166,2475070637,TOTAL
9866,Punjab,2020,1,bathinda district,601259,1321796469,TOTAL
9867,Punjab,2020,1,kapurthala district,733357,736259091.7,TOTAL
9868,Punjab,2020,1,firozepur district,267749,646106297.5,TOTAL
9869,Punjab,2020,1,gurdaspur district,282241,629640243.3,TOTAL
9870,Punjab,2020,1,amritsar district,960246,2170491286,TOTAL
9871,Punjab,2020,1,faridkot district,160949,395495517.1,TOTAL
9872,Punjab,2020,1,hoshiarpur district,321185,613999219.8,TOTAL
9873,Punjab,2020,1,moga district,191581,477227285.4,TOTAL
9874,Punjab,2020,2,shahid bhagat singh nagar district,146772,249321420.6,TOTAL
9875,Punjab,2020,2,fazilka district,593260,1345296833,TOTAL
9876,Punjab,2020,2,barnala district,140707,318774599.4,TOTAL
9877,Punjab,2020,2,mansa district,195305,427470268,TOTAL
9878,Punjab,2020,2,ludhiana district,3918678,9202417233,TOTAL
9879,Punjab,2020,2,sri muktsar sahib district,241518,534460969.8,TOTAL
9880,Punjab,2020,2,patiala district,922228,1936659812,TOTAL
9881,Punjab,2020,2,pathankot district,394701,828442435.8,TOTAL
9882,Punjab,2020,2,fatehgarh sahib district,226303,361269235.7,TOTAL
9883,Punjab,2020,2,rupnagar district,280893,495729228.3,TOTAL
9884,Punjab,2020,2,tarn taran district,262356,645838390.5,TOTAL
9885,Punjab,2020,2,sas nagar district,1839791,3374122041,TOTAL
9886,Punjab,2020,2,sangrur district,497181,1065127674,TOTAL
9887,Punjab,2020,2,jalandhar district,1023443,2169814876,TOTAL
9888,Punjab,2020,2,bathinda district,627821,1418732929,TOTAL
9889,Punjab,2020,2,kapurthala district,283656,531729022.6,TOTAL
9890,Punjab,2020,2,firozepur district,312560,762478210.8,TOTAL
9891,Punjab,2020,2,gurdaspur district,368986,785055258.3,TOTAL
9892,Punjab,2020,2,amritsar district,968730,2109955828,TOTAL
9893,Punjab,2020,2,faridkot district,194882,473676684.2,TOTAL
9894,Punjab,2020,2,hoshiarpur district,430930,740901804.8,TOTAL
9895,Punjab,2020,2,moga district,210593,507379498.1,TOTAL
9896,Punjab,2020,3,shahid bhagat singh nagar district,133766,266667583.9,TOTAL
9897,Punjab,2020,3,fazilka district,650223,1533956137,TOTAL
9898,Punjab,2020,3,barnala district,153737,376310320.8,TOTAL
9899,Punjab,2020,3,mansa district,203014,491905113,TOTAL
9900,Punjab,2020,3,ludhiana district,5373096,13411978555,TOTAL
9901,Punjab,2020,3,sri muktsar sahib district,264597,638000001.4,TOTAL
9902,Punjab,2020,3,patiala district,1133088,2639345148,TOTAL
9903,Punjab,2020,3,pathankot district,447422,1117386419,TOTAL
9904,Punjab,2020,3,fatehgarh sahib district,271574,517956571.9,TOTAL
9905,Punjab,2020,3,rupnagar district,311185,660672227.6,TOTAL
9906,Punjab,2020,3,tarn taran district,261186,697808778.4,TOTAL
9907,Punjab,2020,3,sas nagar district,2481665,4322991690,TOTAL
9908,Punjab,2020,3,sangrur district,520244,1244533965,TOTAL
9909,Punjab,2020,3,jalandhar district,1143419,2630961420,TOTAL
9910,Punjab,2020,3,bathinda district,761837,1942683603,TOTAL
9911,Punjab,2020,3,kapurthala district,304892,651056198.9,TOTAL
9912,Punjab,2020,3,firozepur district,343064,915595083.6,TOTAL
9913,Punjab,2020,3,gurdaspur district,390401,964246073.3,TOTAL
9914,Punjab,2020,3,amritsar district,1171180,2977010023,TOTAL
9915,Punjab,2020,3,faridkot district,219522,581223102.7,TOTAL
9916,Punjab,2020,3,hoshiarpur district,444703,938565050.5,TOTAL
9917,Punjab,2020,3,moga district,225758,602239080.9,TOTAL
9918,Punjab,2020,4,shahid bhagat singh nagar district,171514,364671502.4,TOTAL
9919,Punjab,2020,4,fazilka district,898108,2330645109,TOTAL
9920,Punjab,2020,4,barnala district,211664,543907704.3,TOTAL
9921,Punjab,2020,4,mansa district,251729,690386270.4,TOTAL
9922,Punjab,2020,4,ludhiana district,6433526,16002263105,TOTAL
9923,Punjab,2020,4,sri muktsar sahib district,374112,943798169.2,TOTAL
9924,Punjab,2020,4,patiala district,1580719,3741094568,TOTAL
9925,Punjab,2020,4,pathankot district,613446,1556030356,TOTAL
9926,Punjab,2020,4,fatehgarh sahib district,376380,773200338.9,TOTAL
9927,Punjab,2020,4,rupnagar district,432993,957695711.5,TOTAL
9928,Punjab,2020,4,tarn taran district,371134,1101751632,TOTAL
9929,Punjab,2020,4,sas nagar district,3755533,6001552669,TOTAL
9930,Punjab,2020,4,sangrur district,709657,1815228277,TOTAL
9931,Punjab,2020,4,jalandhar district,1514774,3490141380,TOTAL
9932,Punjab,2020,4,bathinda district,1029813,2560230080,TOTAL
9933,Punjab,2020,4,kapurthala district,436469,913947164.6,TOTAL
9934,Punjab,2020,4,firozepur district,461706,1296371291,TOTAL
9935,Punjab,2020,4,gurdaspur district,536367,1458949621,TOTAL
9936,Punjab,2020,4,amritsar district,1634555,4214164098,TOTAL
9937,Punjab,2020,4,faridkot district,306409,825084777.3,TOTAL
9938,Punjab,2020,4,hoshiarpur district,584688,1343655247,TOTAL
9939,Punjab,2020,4,moga district,312629,850637407.1,TOTAL
9940,Punjab,2021,1,shahid bhagat singh nagar district,162140,362806795.5,TOTAL
9941,Punjab,2021,1,fazilka district,926196,2485697203,TOTAL
9942,Punjab,2021,1,barnala district,213402,567704477.3,TOTAL
9943,Punjab,2021,1,mansa district,244012,676069005.1,TOTAL
9944,Punjab,2021,1,ludhiana district,8956495,19225271866,TOTAL
9945,Punjab,2021,1,sri muktsar sahib district,378201,969640044.8,TOTAL
9946,Punjab,2021,1,patiala district,1594101,3743416293,TOTAL
9947,Punjab,2021,1,pathankot district,570864,1486337867,TOTAL
9948,Punjab,2021,1,fatehgarh sahib district,395693,762704864.8,TOTAL
9949,Punjab,2021,1,rupnagar district,431769,943540386.6,TOTAL
9950,Punjab,2021,1,tarn taran district,372077,1100852834,TOTAL
9951,Punjab,2021,1,sas nagar district,4469959,6737530092,TOTAL
9952,Punjab,2021,1,sangrur district,697801,1779386403,TOTAL
9953,Punjab,2021,1,jalandhar district,1716126,3828908006,TOTAL
9954,Punjab,2021,1,bathinda district,1089719,2681512020,TOTAL
9955,Punjab,2021,1,kapurthala district,546584,1037569859,TOTAL
9956,Punjab,2021,1,firozepur district,447201,1235768673,TOTAL
9957,Punjab,2021,1,gurdaspur district,535219,1479254053,TOTAL
9958,Punjab,2021,1,amritsar district,1823100,4535248140,TOTAL
9959,Punjab,2021,1,faridkot district,295483,800134592.1,TOTAL
9960,Punjab,2021,1,hoshiarpur district,585780,1384031539,TOTAL
9961,Punjab,2021,1,moga district,318913,867502076.3,TOTAL
9962,Punjab,2021,2,shahid bhagat singh nagar district,199137,428472492.1,TOTAL
9963,Punjab,2021,2,fazilka district,1140866,2840373948,TOTAL
9964,Punjab,2021,2,barnala district,260490,682913602.7,TOTAL
9965,Punjab,2021,2,mansa district,299561,842455754.9,TOTAL
9966,Punjab,2021,2,ludhiana district,11475061,23530471086,TOTAL
9967,Punjab,2021,2,sri muktsar sahib district,461666,1217120127,TOTAL
9968,Punjab,2021,2,patiala district,1870993,4409169677,TOTAL
9969,Punjab,2021,2,pathankot district,731752,1772534610,TOTAL
9970,Punjab,2021,2,fatehgarh sahib district,432074,882379156.1,TOTAL
9971,Punjab,2021,2,rupnagar district,519639,1107250487,TOTAL
9972,Punjab,2021,2,tarn taran district,478877,1414918504,TOTAL
9973,Punjab,2021,2,sas nagar district,4707042,7288830377,TOTAL
9974,Punjab,2021,2,sangrur district,852138,2194371529,TOTAL
9975,Punjab,2021,2,jalandhar district,1968477,4316968650,TOTAL
9976,Punjab,2021,2,bathinda district,1271905,3102199907,TOTAL
9977,Punjab,2021,2,kapurthala district,617180,1181217113,TOTAL
9978,Punjab,2021,2,firozepur district,566212,1515459267,TOTAL
9979,Punjab,2021,2,gurdaspur district,679681,1859640037,TOTAL
9980,Punjab,2021,2,amritsar district,2166296,5279064152,TOTAL
9981,Punjab,2021,2,faridkot district,360862,970606063.4,TOTAL
9982,Punjab,2021,2,hoshiarpur district,721249,1657693325,TOTAL
9983,Punjab,2021,2,moga district,390090,1036948696,TOTAL
9984,Punjab,2021,3,shahid bhagat singh nagar district,246166,522681572.6,TOTAL
9985,Punjab,2021,3,fazilka district,1378018,3111874916,TOTAL
9986,Punjab,2021,3,barnala district,320049,763404748.4,TOTAL
9987,Punjab,2021,3,mansa district,358173,930129970.1,TOTAL
9988,Punjab,2021,3,ludhiana district,16104345,30807741534,TOTAL
9989,Punjab,2021,3,sri muktsar sahib district,565139,1387666369,TOTAL
9990,Punjab,2021,3,patiala district,2400121,5270148761,TOTAL
9991,Punjab,2021,3,pathankot district,936270,2224480979,TOTAL
9992,Punjab,2021,3,fatehgarh sahib district,578476,1082095438,TOTAL
9993,Punjab,2021,3,rupnagar district,643288,1299731448,TOTAL
9994,Punjab,2021,3,tarn taran district,605311,1622461112,TOTAL
9995,Punjab,2021,3,sas nagar district,6040235,8963728599,TOTAL
9996,Punjab,2021,3,sangrur district,1015897,2422730556,TOTAL
9997,Punjab,2021,3,jalandhar district,2663707,5579482421,TOTAL
9998,Punjab,2021,3,bathinda district,1647401,3788551283,TOTAL
9999,Punjab,2021,3,kapurthala district,750543,1431884221,TOTAL
10000,Punjab,2021,3,firozepur district,726158,1775054775,TOTAL
10001,Punjab,2021,3,gurdaspur district,826384,2134471376,TOTAL
10002,Punjab,2021,3,amritsar district,2859630,6530832877,TOTAL
10003,Punjab,2021,3,faridkot district,459444,1139863250,TOTAL
10004,Punjab,2021,3,hoshiarpur district,907847,1983363436,TOTAL
10005,Punjab,2021,3,moga district,500887,1220181198,TOTAL
10006,Punjab,2021,4,shahid bhagat singh nagar district,292751,677038189.9,TOTAL
10007,Punjab,2021,4,fazilka district,1650972,4131028405,TOTAL
10008,Punjab,2021,4,barnala district,384260,1018474611,TOTAL
10009,Punjab,2021,4,mansa district,431397,1152855637,TOTAL
10010,Punjab,2021,4,ludhiana district,19553778,39292772661,TOTAL
10011,Punjab,2021,4,sri muktsar sahib district,679638,1754917964,TOTAL
10012,Punjab,2021,4,patiala district,2901070,6755184062,TOTAL
10013,Punjab,2021,4,pathankot district,1200445,2875653269,TOTAL
10014,Punjab,2021,4,fatehgarh sahib district,724497,1400988327,TOTAL
10015,Punjab,2021,4,rupnagar district,794332,1677659590,TOTAL
10016,Punjab,2021,4,tarn taran district,773669,2342100805,TOTAL
10017,Punjab,2021,4,sas nagar district,7503637,11088791932,TOTAL
10018,Punjab,2021,4,sangrur district,1205039,3205553098,TOTAL
10019,Punjab,2021,4,jalandhar district,3218973,7030833844,TOTAL
10020,Punjab,2021,4,bathinda district,2056317,4674339277,TOTAL
10021,Punjab,2021,4,kapurthala district,1175355,2110713843,TOTAL
10022,Punjab,2021,4,firozepur district,873797,2296641051,TOTAL
10023,Punjab,2021,4,gurdaspur district,1063972,2953340266,TOTAL
10024,Punjab,2021,4,amritsar district,3576353,8606940270,TOTAL
10025,Punjab,2021,4,faridkot district,566020,1451743775,TOTAL
10026,Punjab,2021,4,hoshiarpur district,1126456,2635348135,TOTAL
10027,Punjab,2021,4,moga district,606632,1577207232,TOTAL
10028,Punjab,2022,1,shahid bhagat singh nagar district,340553,754808886.4,TOTAL
